# fmn API schema — the AUTHORED layer (fm-vn6, plan §16.2 / §16.1)
#
# API_SCHEMA.tsv is extracted from the pinned Reference and regenerated by
# scripts/gen_api_schema.py; this file is its human-maintained companion and
# is EDITED BY HAND. Keeping them apart is the point: regenerating the
# bootstrap must never silently discard a ruling, and authoring a ruling must
# never require re-deriving 2276 rows of Reference surface.
#
# The effective schema is the two merged. fmn_conformance::schema is the
# reader; every generator consumes the merged form, so a row added here
# changes generated code and fails the drift gate until the code is
# regenerated. That is the mechanism behind "drift between the front doors is
# a build error" (§16.2).
#
# Section-tagged, tab-separated, std-parseable — no TOML/YAML/JSON dependency
# anywhere in the reader (the SUITE.lock doctrine).

[meta]
overlay_version	1
ledger_reviewed_digest	44dff7ad5943d2a58121c5e6d755142996e7e23052a9c2da8cc04add8659a7fc

# ---------------------------------------------------------------------------
# [canonical] — Appendix C ruling C-9: public-surface typos.
#
# "canonical names in the schema; exact-name aliases in fmn-python". The Rust
# front door and the docs use the canonical name and ONLY the canonical name;
# fmn-python binds BOTH, so a source-unedited manim scene calling
# `mob.add_event_listner(...)` keeps working while new code reads correctly.
# The alias is never deprecated away: it is the Reference's public surface and
# the product contract is API compatibility (AGENTS.md "Backwards
# Compatibility" names the manim surface as a standing exception to the
# no-shims rule).
#
# The plan's C-9 row names three examples. The extracted schema shows the real
# extent is 26 symbols and 2 parameters — `listner` is systematic across the
# whole event surface, not a one-off. Every one is listed; the count is the
# point, since a partial rename would be worse than none.
#
# reference_symbol	canonical_name	ruling	note
[canonical]
manimlib.event_handler.event_dispatcher:EventDispatcher.add_listner	add_listener	C-9	-
manimlib.scene.scene_file_writer:SceneFileWriter.get_output_file_name	same	scripts/manim_ref/manimlib/scene/scene_file_writer.py	crates/fmn-python/tests/bridge.py	honors the explicit file name else the scene class name
manimlib.scene.scene_file_writer:SceneFileWriter.get_output_file_rootname	same	scripts/manim_ref/manimlib/scene/scene_file_writer.py	crates/fmn-python/tests/bridge.py	joins the output directory with the resolved output name
manimlib.scene.scene_file_writer:SceneFileWriter.has_progress_display	same	scripts/manim_ref/manimlib/scene/scene_file_writer.py	crates/fmn-python/tests/bridge.py	requires movie writing and non-quiet output
manimlib.scene.scene_file_writer:SceneFileWriter.init_audio	same	scripts/manim_ref/manimlib/scene/scene_file_writer.py	crates/fmn-python/tests/bridge.py	tracks sound intent without the refused pydub dependency
manimlib.scene.scene_file_writer:SceneFileWriter.init_image_file_path	same	scripts/manim_ref/manimlib/scene/scene_file_writer.py	crates/fmn-python/tests/bridge.py	resolves the png path through the shared getter
manimlib.scene.scene_file_writer:SceneFileWriter.init_movie_file_path	same	scripts/manim_ref/manimlib/scene/scene_file_writer.py	crates/fmn-python/tests/bridge.py	resolves the movie path through the shared getter
manimlib.scene.scene_file_writer:SceneFileWriter.init_output_directories	same	scripts/manim_ref/manimlib/scene/scene_file_writer.py	crates/fmn-python/tests/bridge.py	conditionally resolves image movie paths from the save flags with directory creation deferred to native publication
manimlib.scene.scene_file_writer:SceneFileWriter.init_partial_movie_directory	same	scripts/manim_ref/manimlib/scene/scene_file_writer.py	crates/fmn-python/tests/bridge.py	resolves the subdivided partial directory through the shared path getters
manimlib.scene.scene_file_writer:SceneFileWriter.open_file	same	scripts/manim_ref/manimlib/scene/scene_file_writer.py	crates/fmn-python/tests/bridge.py	refuses toward the portable host reveal action owned by Studio presentation
manimlib.scene.scene_file_writer:SceneFileWriter.open_movie_pipe	same	scripts/manim_ref/manimlib/scene/scene_file_writer.py	crates/fmn-python/tests/bridge.py	refuses naming native PNG y4m output or the fmn CLI as the encode owners
manimlib.scene.scene_file_writer:SceneFileWriter.print_file_ready_message	same	scripts/manim_ref/manimlib/scene/scene_file_writer.py	crates/fmn-python/tests/bridge.py	prints the quoted ready path unless quiet
manimlib.scene.scene_file_writer:SceneFileWriter.save_final_image	same	scripts/manim_ref/manimlib/scene/scene_file_writer.py	crates/fmn-python/tests/bridge.py	refuses final capture toward Lumen generation naming run and render
manimlib.scene.scene_file_writer:SceneFileWriter.set_progress_display_description	same	scripts/manim_ref/manimlib/scene/scene_file_writer.py	crates/fmn-python/tests/bridge.py	is a silent host stub awaiting the Studio progress surface
manimlib.scene.scene_file_writer:SceneFileWriter.should_open_file	same	scripts/manim_ref/manimlib/scene/scene_file_writer.py	crates/fmn-python/tests/bridge.py	mirrors the open-upon-completion flag
manimlib.scene.scene_file_writer:SceneFileWriter.use_fast_encoding	same	scripts/manim_ref/manimlib/scene/scene_file_writer.py	crates/fmn-python/tests/bridge.py	keys fast encoding off the pixel format differing from yuv444p
manimlib.scene.scene_file_writer:SceneFileWriter.write_frame	same	scripts/manim_ref/manimlib/scene/scene_file_writer.py	crates/fmn-python/tests/bridge.py	refuses frame writing toward the native encoder owners
manimlib.shader_wrapper:ShaderWrapper	excluded	OOT-MODERNGL-SHADER-SURFACE	crates/fmn-python/tests/bridge.py	construction refuses naming Lumen as the rasterization owner
manimlib.shader_wrapper:ShaderWrapper.__init__	excluded	OOT-MODERNGL-SHADER-SURFACE	crates/fmn-python/tests/bridge.py	refuses every argument combination before any program state exists
manimlib.shader_wrapper:ShaderWrapper.add_texture	excluded	OOT-MODERNGL-SHADER-SURFACE	crates/fmn-python/tests/bridge.py	unreachable behind the construction refusal
manimlib.shader_wrapper:ShaderWrapper.bind_to_mobject_uniforms	excluded	OOT-MODERNGL-SHADER-SURFACE	crates/fmn-python/tests/bridge.py	unreachable behind the construction refusal
manimlib.shader_wrapper:ShaderWrapper.generate_vaos	excluded	OOT-MODERNGL-SHADER-SURFACE	crates/fmn-python/tests/bridge.py	unreachable behind the construction refusal
manimlib.shader_wrapper:ShaderWrapper.get_id	excluded	OOT-MODERNGL-SHADER-SURFACE	crates/fmn-python/tests/bridge.py	unreachable behind the construction refusal
manimlib.shader_wrapper:ShaderWrapper.init_program	excluded	OOT-MODERNGL-SHADER-SURFACE	crates/fmn-python/tests/bridge.py	unreachable behind the construction refusal
manimlib.shader_wrapper:ShaderWrapper.init_program_code	excluded	OOT-MODERNGL-SHADER-SURFACE	crates/fmn-python/tests/bridge.py	unreachable behind the construction refusal
manimlib.shader_wrapper:ShaderWrapper.init_textures	excluded	OOT-MODERNGL-SHADER-SURFACE	crates/fmn-python/tests/bridge.py	unreachable behind the construction refusal
manimlib.shader_wrapper:ShaderWrapper.init_vertex_objects	excluded	OOT-MODERNGL-SHADER-SURFACE	crates/fmn-python/tests/bridge.py	unreachable behind the construction refusal
manimlib.shader_wrapper:ShaderWrapper.num_clip_planes	excluded	OOT-MODERNGL-SHADER-SURFACE	crates/fmn-python/tests/bridge.py	unreachable behind the construction refusal
manimlib.shader_wrapper:ShaderWrapper.pre_render	excluded	OOT-MODERNGL-SHADER-SURFACE	crates/fmn-python/tests/bridge.py	unreachable behind the construction refusal
manimlib.shader_wrapper:ShaderWrapper.read_in	excluded	OOT-MODERNGL-SHADER-SURFACE	crates/fmn-python/tests/bridge.py	unreachable behind the construction refusal
manimlib.shader_wrapper:ShaderWrapper.refresh_id	excluded	OOT-MODERNGL-SHADER-SURFACE	crates/fmn-python/tests/bridge.py	unreachable behind the construction refusal
manimlib.shader_wrapper:ShaderWrapper.release	excluded	OOT-MODERNGL-SHADER-SURFACE	crates/fmn-python/tests/bridge.py	unreachable behind the construction refusal
manimlib.shader_wrapper:ShaderWrapper.release_textures	excluded	OOT-MODERNGL-SHADER-SURFACE	crates/fmn-python/tests/bridge.py	unreachable behind the construction refusal
manimlib.shader_wrapper:ShaderWrapper.render	excluded	OOT-MODERNGL-SHADER-SURFACE	crates/fmn-python/tests/bridge.py	unreachable behind the construction refusal
manimlib.shader_wrapper:ShaderWrapper.replace_code	excluded	OOT-ARBITRARY-GLSL	crates/fmn-python/tests/bridge.py	custom GLSL substitution is the named exclusion for shader code rewrite
manimlib.shader_wrapper:ShaderWrapper.set_ctx_clip_plane	excluded	OOT-MODERNGL-SHADER-SURFACE	crates/fmn-python/tests/bridge.py	unreachable behind the construction refusal
manimlib.shader_wrapper:ShaderWrapper.set_ctx_depth_test	excluded	OOT-MODERNGL-SHADER-SURFACE	crates/fmn-python/tests/bridge.py	unreachable behind the construction refusal
manimlib.shader_wrapper:ShaderWrapper.update_program_uniforms	excluded	OOT-MODERNGL-SHADER-SURFACE	crates/fmn-python/tests/bridge.py	unreachable behind the construction refusal
manimlib.shader_wrapper:VShaderWrapper	excluded	OOT-MODERNGL-SHADER-SURFACE	crates/fmn-python/tests/bridge.py	is the fill and stroke program wrapper refusing at construction like its base
manimlib.shader_wrapper:VShaderWrapper.__init__	excluded	OOT-MODERNGL-SHADER-SURFACE	crates/fmn-python/tests/bridge.py	refuses every argument combination before any program state exists
manimlib.shader_wrapper:VShaderWrapper.generate_vaos	excluded	OOT-MODERNGL-SHADER-SURFACE	crates/fmn-python/tests/bridge.py	unreachable behind the construction refusal
manimlib.shader_wrapper:VShaderWrapper.get_fill_canvas	excluded	OOT-MODERNGL-SHADER-SURFACE	crates/fmn-python/tests/bridge.py	unreachable behind the construction refusal
manimlib.shader_wrapper:VShaderWrapper.init_program	excluded	OOT-MODERNGL-SHADER-SURFACE	crates/fmn-python/tests/bridge.py	unreachable behind the construction refusal
manimlib.shader_wrapper:VShaderWrapper.init_program_code	excluded	OOT-MODERNGL-SHADER-SURFACE	crates/fmn-python/tests/bridge.py	unreachable behind the construction refusal
manimlib.shader_wrapper:VShaderWrapper.init_vertex_objects	excluded	OOT-MODERNGL-SHADER-SURFACE	crates/fmn-python/tests/bridge.py	unreachable behind the construction refusal
manimlib.shader_wrapper:VShaderWrapper.refresh_id	excluded	OOT-MODERNGL-SHADER-SURFACE	crates/fmn-python/tests/bridge.py	unreachable behind the construction refusal
manimlib.shader_wrapper:VShaderWrapper.render	excluded	OOT-MODERNGL-SHADER-SURFACE	crates/fmn-python/tests/bridge.py	unreachable behind the construction refusal
manimlib.shader_wrapper:VShaderWrapper.render_fill	excluded	OOT-MODERNGL-SHADER-SURFACE	crates/fmn-python/tests/bridge.py	unreachable behind the construction refusal
manimlib.shader_wrapper:VShaderWrapper.render_stroke	excluded	OOT-MODERNGL-SHADER-SURFACE	crates/fmn-python/tests/bridge.py	unreachable behind the construction refusal
manimlib.shader_wrapper:VShaderWrapper.replace_code_program	excluded	OOT-MODERNGL-SHADER-SURFACE	crates/fmn-python/tests/bridge.py	unreachable behind the construction refusal
manimlib.shader_wrapper:VShaderWrapper.set_backstroke	excluded	OOT-MODERNGL-SHADER-SURFACE	crates/fmn-python/tests/bridge.py	unreachable behind the construction refusal
manimlib.utils.bezier:approx_smooth_quadratic_bezier_handles	same	scripts/manim_ref/manimlib/utils/bezier.py	crates/fmn-python/tests/bridge.py	routes the averaged parabola-handle approximation through Chisel's smoothing authority
manimlib.utils.bezier:bezier	same	scripts/manim_ref/manimlib/utils/bezier.py	crates/fmn-python/tests/bridge.py	constructs the exact arbitrary-degree Bernstein callable and precisely refuses empty control lists
manimlib.utils.bezier:diag_to_matrix	same	scripts/manim_ref/manimlib/utils/bezier.py	crates/fmn-python/tests/bridge.py	reproduces the banded diagonal expansion exactly including the offset windowing
manimlib.utils.bezier:get_quadratic_approximation_of_cubic	same	scripts/manim_ref/manimlib/utils/bezier.py	crates/fmn-python/tests/bridge.py	preserves the inflection-aware two-quadratic reduction with tangent intersection cut points
manimlib.utils.bezier:get_smooth_cubic_bezier_handle_points	same	scripts/manim_ref/manimlib/utils/bezier.py	crates/fmn-python/tests/bridge.py	solves open and closed spline handles through Chisel's one banded and dense authority
manimlib.utils.bezier:get_smooth_quadratic_bezier_path_through	same	scripts/manim_ref/manimlib/utils/bezier.py	crates/fmn-python/tests/bridge.py	composes smooth handles with the two-quad reduction across consecutive anchor pairs
manimlib.utils.bezier:integer_interpolate	same	scripts/manim_ref/manimlib/utils/bezier.py	crates/fmn-python/tests/bridge.py	routes the clamped integer and residue calculation through Chisel's shared interpolation authority
manimlib.utils.bezier:interpolate	same	scripts/manim_ref/manimlib/utils/bezier.py	crates/fmn-python/tests/bridge.py	preserves scalar and NumPy broadcasting under the exact affine expression
manimlib.utils.bezier:inverse_interpolate	same	scripts/manim_ref/manimlib/utils/bezier.py	crates/fmn-python/tests/bridge.py	preserves NumPy true-division broadcasting and boundary values
manimlib.utils.bezier:is_closed	same	scripts/manim_ref/manimlib/utils/bezier.py	crates/fmn-python/tests/bridge.py	compares first and last points under allclose
manimlib.utils.bezier:match_interpolate	same	scripts/manim_ref/manimlib/utils/bezier.py	crates/fmn-python/tests/bridge.py	composes inverse then affine interpolation verbatim
manimlib.utils.bezier:mid	same	scripts/manim_ref/manimlib/utils/bezier.py	crates/fmn-python/tests/bridge.py	returns the exact pairwise average
manimlib.utils.bezier:outer_interpolate	same	scripts/manim_ref/manimlib/utils/bezier.py	crates/fmn-python/tests/bridge.py	preserves the outer-product reshape over scalar or array alphas
manimlib.utils.bezier:partial_bezier_points	same	scripts/manim_ref/manimlib/utils/bezier.py	crates/fmn-python/tests/bridge.py	preserves the de Casteljau sub-curve construction including the a equals one branch
manimlib.utils.bezier:partial_quadratic_bezier_points	same	scripts/manim_ref/manimlib/utils/bezier.py	crates/fmn-python/tests/bridge.py	preserves the closed-form quadratic sub-section with boundary short circuits
manimlib.utils.bezier:quadratic_bezier_points_for_arc	same	scripts/manim_ref/manimlib/utils/bezier.py	crates/fmn-python/tests/bridge.py	reproduces the arc sampling grid with cosine-adjusted handle rows
manimlib.utils.bezier:set_array_by_interpolation	same	scripts/manim_ref/manimlib/utils/bezier.py	crates/fmn-python/tests/bridge.py	writes the interpolated result into the caller array in place
manimlib.utils.bezier:smooth_quadratic_path	same	scripts/manim_ref/manimlib/utils/bezier.py	crates/fmn-python/tests/bridge.py	routes the full rotation-aware quadratic spline through Chisel's error-bounded converter
manimlib.utils.color:average_color	same	scripts/manim_ref/manimlib/utils/color.py	crates/fmn-python/tests/bridge.py	routes the Reference RMS sRGB average through fmn-core and preserves the empty-input exception
manimlib.utils.color:color_gradient	same	scripts/manim_ref/manimlib/utils/color.py	crates/fmn-python/tests/bridge.py	routes RMS and HSL gradient sample positions through fmn-core and preserves zero, negative, and insufficient-stop behavior
manimlib.utils.color:color_to_hex	same	scripts/manim_ref/manimlib/utils/color.py	crates/fmn-python/tests/bridge.py	coerces the public color then uses colour 0.1.5's exact uppercase long-hex half-boundary rule
manimlib.utils.color:color_to_int_rgb	same	scripts/manim_ref/manimlib/utils/color.py	crates/fmn-python/tests/bridge.py	preserves the Reference uint8 truncation of public color components
manimlib.utils.color:color_to_int_rgba	same	scripts/manim_ref/manimlib/utils/color.py	crates/fmn-python/tests/bridge.py	appends the exact truncated opacity byte to the Reference integer RGB conversion
manimlib.utils.color:color_to_rgb	same	scripts/manim_ref/manimlib/utils/color.py	crates/fmn-python/tests/bridge.py	returns unquantized sRGB components from portal colors and fmn-core parsed hex values
manimlib.utils.color:color_to_rgba	same	scripts/manim_ref/manimlib/utils/color.py	crates/fmn-python/tests/bridge.py	appends the caller opacity to the unquantized public RGB components
manimlib.utils.color:hex_to_int	same	scripts/manim_ref/manimlib/utils/color.py	crates/fmn-python/tests/bridge.py	parses the six hexadecimal payload digits as the Reference integer
manimlib.utils.color:hex_to_rgb	same	scripts/manim_ref/manimlib/utils/color.py	crates/fmn-python/tests/bridge.py	routes strict short and long hex parsing through fmn-core and returns NumPy RGB
manimlib.utils.color:int_to_hex	same	scripts/manim_ref/manimlib/utils/color.py	crates/fmn-python/tests/bridge.py	formats the public integer as uppercase six-digit hex
manimlib.utils.color:interpolate_color	same	scripts/manim_ref/manimlib/utils/color.py	crates/fmn-python/tests/bridge.py	routes RMS or requested HSL interpolation through fmn-core without an alternate portal color model
manimlib.utils.color:interpolate_color_by_hsl	same	scripts/manim_ref/manimlib/utils/color.py	crates/fmn-python/tests/bridge.py	preserves the public HSL convenience wrapper over fmn-core interpolation
